Stationen vom: 10.08.2015
"Stationscode";"Stationsname";"Kategorie";"Synonym";"Aktiv seit ";"Aktivitätsperiode: von ";"Aktivitätsperiode: bis";"Verlegt";"Straße";"Nr";"PLZ";"Ort";"Länge dezimal";"Breite dezimal";"Höhe";"Stationsumgebung (EoI)";"Art der Station (EoI)";"Einwohnerzahl (EoI)";"Abstand zur Straße (EoI)";"Bemerkung (EoI)";"Lokaler Code";"EMEP-Code";"O3-Klasse aus UBA FE";"NO/NO2-Klasse aus UBA FE";"Bemerkung des UBA(1)";"Bemerkung des UBA(2)";"Bemerkung des Netzbetreibers";"AEI-Station";"AEI-von";"AEI-bis";"ersetzt AEI-Station";"Amtlicher Gemeindeschlüssel (AGS)";"Gemeindenamen";"Entfernung von einer verkehrsreichen Kreuzung in Metern";"Geschätztes Verkehrsaufkommen (Anzahl der Fahrzeuge pro Tag)";"Waagrechte Entfernung vom nächsten Gebäude in Metern";"Entfernung von der nächsten Straße in Metern";"Entfernung von der wichtigsten Industriequelle in Metern";"Quelle 1 (Hauptquelle)";"Quelle 1 (Hauptquelle) - ID";"Gasförmige Schadstoffe";"Partikelförmige Schadstoffe";"Deposition";"Umweltmonitoring-Typ";
"DEBW102";"Bad Waldsee";"Luftmessstation";"";"19.08.1998";"19.08.1998";"01.04.2003";"nein";"Döchtbühlweg";"5a";"88339";"Bad Waldsee";"9,754411";"47,915565";"610";"vorstädtisches Gebiet";"Hintergrund";"";">1-10 m";"";"BWA";"No";"";"";"temporär ((Stammdaten: Kurzname=70089/BW, da Platz begrenzt))";"";"";"nein";"";"";"";"8436009";"Bad Waldsee";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBW103";"Odenwald";"Luftmessstation";"Wilhelmsfeld";"08.07.1999";"08.07.1999";"31.12.2010";"nein";"Schriesheimer Kopf";"";"69259";"Wilhelmsfeld";"8,754019";"49,464500";"531";"ländliches Gebiet";"Hintergrund";"";">200-500 m";"";"WIL";"No";"";"";"";"";"";"nein";"";"";"";"8226099";"Wilhelmsfeld";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBW104";"Holzhausen BAB";"Luftmessstation";"";"15.01.2000";"15.01.2000";"02.01.2002";"nein";"Bundesautobahn Neufeld";"";"79232";"March";"7,810488";"48,068025";"200";"ländliches Gebiet";"Verkehr";"";">10-50 m";"";"HO-BAB";"";"";"";"";"";"";"nein";"";"";"";"8315132";"March";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW105";"Kenzingen BAB";"Luftmessstation";"";"15.01.2000";"15.01.2000";"06.01.2002";"nein";"Bundesautobahn Nonnenhölzle";"";"79341";"Kenzingen";"7,746719";"48,193707";"174";"ländliches Gebiet";"Verkehr";"";">10-50 m";"";"KE-BAB";"";"";"";"";"";"";"nein";"";"";"";"8316020";"Kenzingen";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW106";"Leonberg-BAB";"Luftmessstation";"-";"03.08.1999";"03.08.1999";"31.12.2004";"nein";"Südrandstraße";"";"71229";"Leonberg";"9,013272";"48,784975";"365";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"LEO-BAB";"";"";"";"";"";"";"nein";"";"";"";"8115028";"Leonberg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW107";"Tübingen";"Luftmessstation";"";"22.01.2002";"22.01.2002";"";"nein";"Derendinger Straße, FlSt.Nr. 1645";"";"72072";"Tübingen";"9,051178";"48,507703";"325";"vorstädtisches Gebiet";"Hintergrund";"";">10-50 m";"";"76279";"";"";"";"";"";"";"nein";"";"";"";"8416041";"Tübingen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBW108";"Karlsruhe-B10-Nord";"Luftmessstation";"";"24.07.2002";"24.07.2002";"31.01.2004";"nein";"B10-Nord";"";"76187";"Karlsruhe";"8,322666";"49,036885";"105";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"Fluss:Rhein,Station NW von Karlsruhe gelegen";"76280";"";"";"";"Station liegt 20 m entfernt von DEBW109 auf anderer Straßenseite, daher gleiche Koordinaten!";"";"Verkehr, temporär, nur für Forschungszwecke";"nein";"";"";"";"8212000";"Karlsruhe";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW109";"Karlsruhe-B10-Süd";"Luftmessstation";"";"24.07.2002";"24.07.2002";"31.01.2004";"nein";"B10-Süd";"";"76187";"Karlsruhe";"8,322668";"49,036706";"105";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"Fluss:Rhein,Station NW von Karlsruhe gelegen";"76281";"";"";"";"Station liegt 20 m entfernt von DEBW108 auf anderer Straßenseite, daher gleiche geograf. Koordinaten!";"";"Verkehr, temporär, nur für Forschungszwecke";"nein";"";"";"";"8212000";"Karlsruhe";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW110";"Pfullendorf";"Luftmessstation";"76344/PFD";"01.12.2004";"01.12.2004";"31.12.2010";"";"";"";"88630";"Pfullendorf";"9,237111";"47,932361";"621";"vorstädtisches Gebiet";"Hintergrund";"";">100-200 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8437088";"Pfullendorf";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBW111";"Offenburg";"Luftmessstation";"76345/OG";"22.12.2004";"22.12.2004";"31.12.2010";"";"Vogesenstrasse";"";"77652";"Offenburg";"7,937806";"48,476569";"151";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"76345/OG";"";"";"";"";"";"";"nein";"";"";"";"8317096";"Offenburg";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBW112";"Gaertringen";"Luftmessstation";"";"21.12.2005";"21.12.2005";"";"";"Goethestraße";"";"71116";"Gärtringen";"8,904442";"48,645608";"466";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8115015";"Gärtringen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBW113";"Rastatt-West";"Luftmessstation";"76377";"01.02.2006";"01.02.2006";"19.02.2008";"";"";"";"76437";"RA-Ottersdorf";"8,152135";"48,858972";"112";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"";"";"";"";"";"";"Betrieb im Auftrag der Stadt Rastatt";"nein";"";"";"";"8216043";"Rastatt";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBW114";"Schwäbisch Gmünd Lorcher Straße (S)";"Luftmessstation";"";"23.12.2003";"23.12.2003";"31.12.2006";"";"Lorcher Straße";"";"73525";"Schwäbisch Gmünd";"9,788550";"48,799945";"320";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8136065";"Schwäbisch Gmünd";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW115";"Mannheim Luisenring (S)";"Luftmessstation";"";"29.12.2004";"29.12.2004";"31.12.2006";"";"Luisenring";"";"68159";"Mannheim";"8,463101";"49,493770";"95";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8222000";"Mannheim";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW116";"Stuttgart Hohenheimer Straße (S)";"Luftmessstation";"";"23.12.2003";"23.12.2003";"";"";"Hohenheimer Straße";"64";"70184";"Stuttgart";"9,184490";"48,768710";"302";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8111000";"Stuttgart";"160";"30800";"2";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW117";"Ludwigsburg Friedrichstraße (S)";"Luftmessstation";"";"23.12.2003";"23.12.2003";"";"";"Friedrichstraße";"9";"71638";"Ludwigsburg";"9,190030";"48,889200";"299";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8118048";"Ludwigsburg";"120";"39600";"1";"5";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW118";"Stuttgart Am Neckartor (S)";"Luftmessstation";"";"23.12.2003";"23.12.2003";"";"";"Am Neckartor";"";"70190";"Stuttgart";"9,191010";"48,788100";"239";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8111000";"Stuttgart";"160";"70300";"5";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW119";"Stuttgart Siemensstraße (S)";"Luftmessstation";"";"23.12.2003";"23.12.2003";"31.12.2007";"";"Siemensstraße";"43";"70469";"Stuttgart";"9,175299";"48,811099";"296";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8111000";"Stuttgart";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW120";"Leonberg Grabenstraße (S)";"Luftmessstation";"";"29.12.2004";"29.12.2004";"";"";"Grabenstraße";"";"71229";"Leonberg";"9,016520";"48,801020";"387";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8115028";"Leonberg";"40";"19500";"3";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW121";"Pleidelsheim Beihinger Straße (S)";"Luftmessstation";"";"07.01.2004";"07.01.2004";"";"";"Beihinger Straße";"12";"74385";"Pleidelsheim";"9,205150";"48,959340";"195";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8118063";"Pleidelsheim";"100";"14700";"2";"5";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW122";"Freiburg Schwarzwaldstraße (V)";"Luftmessstation";"";"27.12.2004";"27.12.2004";"";"";"Schwarzwaldstraße";"";"79102";"Freiburg";"7,859920";"47,988200";"289";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8311000";"Freiburg im Breisgau";"80";"53400";"16";"5";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW123";"Reutlingen Lederstraße (S)";"Luftmessstation";"";"23.12.2004";"23.12.2004";"10.07.2007";"";"Lederstraße";"";"72764";"Reutlingen";"9,210367";"48,489610";"379";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8415061";"Reutlingen";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW124";"Heidelberg Karlsruher Straße (S)";"Luftmessstation";"";"01.01.2004";"01.01.2004";"31.12.2009";"";"Karlsruher Straße";"";"69126";"Heidelberg";"8,687180";"49,379368";"113";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"2004 Messungen mittels Passivsammler (NO2) und NUPS (Benzol); 2005 keine Messungen; 2008 keine Messungen";"nein";"";"";"";"8221000";"Heidelberg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW125";"Pfinztal Karlsruher Straße (S)";"Luftmessstation";"";"01.01.2006";"01.01.2006";"";"";"Karlsruher Straße";"";"76327";"Berghausen";"8,526280";"49,003710";"135";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8215101";"Pfinztal";"40";"20800";"2";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW126";"Karlsruhe Kriegsstraße (S)";"Luftmessstation";"";"01.01.2006";"01.01.2006";"";"";"Kriegsstraße";"187";"76135";"Karlsruhe";"8,369270";"49,005360";"117";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Messunterbrechung 2010";"nein";"";"";"";"8212000";"Karlsruhe";"40";"17100";"1";"5";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW127";"Freiburg Zähringer Straße (S)";"Luftmessstation";"";"01.01.2004";"01.01.2004";"";"";"Zähringer Straße";"";"79108";"Freiburg";"7,855020";"48,013430";"257";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"ab 1.1.2006 automatische Messung PM10; zuvor Passivsammler NO2";"nein";"";"";"";"8311000";"Freiburg im Breisgau";"160";"39800";"7";"2";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW128";"Mühlacker Stuttgarter Straße (S)";"Luftmessstation";"";"01.01.2006";"01.01.2006";"";"";"Stuttgarter Straße";"";"75417";"Mühlacker";"8,845690";"48,946600";"243";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8236040";"Mühlacker";"160";"14500";"6";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW129";"Pforzheim Zerrenner Straße (S)";"Luftmessstation";"";"01.01.2005";"01.01.2005";"31.12.2006";"";"Zerrenner Straße";"";"75172";"Pforzheim";"8,694448";"48,890825";"272";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8231000";"Pforzheim";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW130";"Pforzheim Jahnstraße (S)";"Luftmessstation";"";"01.01.2005";"01.01.2005";"";"";"Jahnstraße";"";"75173";"Pforzheim";"8,695870";"48,888030";"256";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8231000";"Pforzheim";"40";"33400";"3";"5";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW131";"Heilbronn Am Wollhaus (S)";"Luftmessstation";"";"01.01.2004";"01.01.2004";"31.12.2006";"";"Am Wollhaus";"";"74072";"Heilbronn";"9,221492";"49,140498";"170";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"2004 Messungen mittels Passivsammler  (NO2) und NUPS (Benzol); 2005 keine Messungen; 2007 und 2008 keine Messungen";"nein";"";"";"";"8121000";"Heilbronn";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW132";"Heilbronn Weinsberger Straße (S)";"Luftmessstation";"";"01.01.2006";"01.01.2006";"31.12.2008";"";"Weinsberger Straße";"22";"74072";"Heilbronn";"9,224820";"49,146057";"160";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8121000";"Heilbronn";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW133";"Ilsfeld König-Wilhelm-Straße (S)";"Luftmessstation";"";"01.01.2004";"01.01.2004";"";"";"König-Wilhelm-Straße";"62";"74360";"Ilsfeld";"9,244020";"49,055130";"230";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Messunterbrechung 2010";"nein";"";"";"";"8125046";"Ilsfeld";"40";"17200";"8";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW134";"Stuttgart Waiblinger Straße";"Luftmessstation";"";"01.01.2004";"01.01.2004";"";"";"Waiblinger Straße";"22";"70374";"Stuttgart";"9,220360";"48,803770";"223";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8111000";"Stuttgart";"60";"24000";"4";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW135";"Herrenberg Hindenburger Straße (S)";"Luftmessstation";"";"01.01.2006";"01.01.2006";"";"";"Hindenburger Straße";"";"71083";"Herrenberg";"8,869120";"48,594760";"432";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8115021";"Herrenberg";"10";"18700";"2";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW136";"Tübingen Mühlstraße (S)";"Luftmessstation";"";"01.01.2004";"01.01.2004";"";"";"Mühlstraße";"";"72074";"Tübingen";"9,058020";"48,520230";"340";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Messunterbrechung 2009";"nein";"";"";"";"8416041";"Tübingen";"80";"8800";"3";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW137";"Tübingen-Unterjesingen Jesinger Hauptstraße (S)";"Luftmessstation";"";"01.01.2005";"01.01.2005";"";"";"Jesinger Hauptstraße";"";"72070";"Tübingen";"8,979440";"48,526390";"355";"ländlich stadtnah";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8416041";"Tübingen";"120";"16100";"1";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW138";"Ulm Zinglerstraße (S)";"Luftmessstation";"";"01.01.2006";"01.01.2006";"";"";"Zinglerstraße";"";"89077";"Ulm";"9,983480";"48,394630";"481";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8421000";"Ulm";"100";"17300";"2";"5";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW139";"Ludwigsburg Eglosheim Frankfurter Straße (S)";"Luftmessstation";"";"01.01.2004";"01.01.2004";"31.12.2005";"";"Frankfurter Straße";"";"71634";"Ludwigsburg";"9,175426";"48,905563";"275";"vorstädtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8118048";"Ludwigsburg";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW140";"Mannheim Seckenheim (S)";"Luftmessstation";"";"29.12.2004";"29.12.2004";"31.12.2005";"";"Seckenheimer Hauptstraße";"";"68239";"Mannheim";"8,564752";"49,466054";"101";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8222000";"Mannheim";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW141";"Wiesloch Baiertaler Straße (S)";"Luftmessstation";"";"01.01.2007";"01.01.2007";"31.12.2008";"";"Baiertaler Straße";"";"69168";"Wiesloch";"8,711519";"49,298948";"140";"vorstädtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"Spotmessstelle";"nein";"";"";"";"8226098";"Wiesloch";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW142";"Markgröningen Grabenstraße (S)";"Luftmessstation";"";"01.01.2007";"01.01.2007";"";"";"Grabenstraße";"";"71706";"Markgröningen";"9,081350";"48,902920";"276";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Spotmessstelle";"nein";"";"";"";"8118050";"Markgröningen";"60";"12600";"3";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW143";"Schramberg Oberndorfer Straße (S)";"Luftmessstation";"";"01.01.2007";"01.01.2007";"31.12.2011";"";"Oberndorfer Straße";"";"78713";"Schramberg";"8,390423";"48,229182";"470";"vorstädtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"Spotmessstelle";"nein";"";"";"";"8325053";"Schramberg";"-999";"-999";"-999";"-999";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW144";"Walzbachtal-Jöhlingen Bahnhofstraße (S)";"Luftmessstation";"";"01.01.2007";"01.01.2007";"";"";"Bahnhofstraße";"";"75045";"Wlzbachtal-Jöhlingen";"8,576970";"49,027570";"168";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Spotmessstelle (S)";"nein";"";"";"";"8215089";"Walzbachtal";"80";"11400";"1";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW145";"Heidenheim Wilhelmstraße (S)";"Luftmessstation";"";"01.01.2007";"01.01.2007";"";"nein";"Wilhelmstraße";"";"89518";"Heidenheim";"10,150650";"48,679420";"496";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Spotmessstelle";"nein";"";"";"";"8135019";"Heidenheim an der Brenz";"60";"9900";"1";"7";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW146";"Heilbronn Paulinenstraße (S)";"Luftmessstation";"";"01.01.2004";"01.01.2004";"31.12.2006";"";"Paulinenstraße";"";"74076";"Heilbronn";"9,207358";"49,146549";"160";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"Spotmessstelle nur NO2-Messung passiv";"nein";"";"";"";"8121000";"Heilbronn";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"";"";"k.A.";
"DEBW147";"Reutlingen Lederstraße Ost (S)";"Luftmessstation";"";"21.03.2007";"21.03.2007";"";"";"Lederstraße";"";"72764";"Reutlingen";"9,210790";"48,489330";"382";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Spotmessstelle";"nein";"";"";"";"8415061";"Reutlingen";"160";"46700";"4";"5";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW148";"Ingersheim Tiefengasse (S)";"Luftmessstation";"";"01.01.2008";"01.01.2008";"";"nein";"Tiefengasse";"";"74379";"Ingersheim";"9,184030";"48,960470";"208";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Spotmessstelle";"nein";"";"";"";"8118077";"Ingersheim";"60";"14200";"2";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW149";"Urbach Hauptstraße (S)";"Luftmessstation";"";"01.01.2008";"01.01.2008";"";"nein";"Hauptstraße";"";"73660";"Urbach";"9,579390";"48,809230";"265";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Spotmessstelle";"nein";"";"";"";"8119076";"Urbach";"50";"8900";"7";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW150";"Murg Hauptstraße (S)";"Luftmessstation";"";"01.01.2008";"01.01.2008";"31.12.2013";"nein";"Hauptstraße";"";"79730";"Murg";"8,021170";"47,553620";"300";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Spotmessstelle";"nein";"";"";"";"8337076";"Murg";"40";"15600";"1";"7";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW151";"Heidelberg Mittermaierstraße (S)";"Luftmessstation";"";"01.01.2009";"01.01.2009";"";"";"Mittermaierstraße";"";"69115";"Heidelberg";"8,677000";"49,407250";"117";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8221000";"Heidelberg";"80";"29100";"2";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW152";"Heilbronn Weinsberger Straße Ost (S)";"Luftmessstation";"";"01.01.2009";"01.01.2009";"";"";"Weinsberger Straße";"";"74072";"Heilbronn";"9,225890";"49,146000";"165";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8121000";"Heilbronn";"40";"30100";"1";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW153";"Ulm Karlstraße (S)";"Luftmessstation";"";"01.01.2009";"01.01.2009";"31.12.2014";"";"Karlstraße";"";"89073";"Ulm";"9,987260";"48,404120";"481";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8421000";"Ulm";"120";"21500";"1";"4";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW154";"Freiberg Benninger Straße";"Luftmessstation";"";"01.01.2008";"01.01.2008";"";"";"Benninger Straße";"";"71691";"Freiberg am Neckar";"9,204340";"48,937950";"193";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"Messunterbrechung 2009";"nein";"";"";"";"8118078";"Freiberg am Neckar";"60";"20200";"6";"3";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW155";"Schwäbisch Gmünd, Remsstraße (S)";"Luftmessstation";"";"01.01.2009";"01.01.2009";"";"";"Remsstraße";"";"73525";"Schwäbisch Gmünd";"9,795840";"48,802400";"325";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8136065";"Schwäbisch Gmünd";"360";"2940";"1";"3";"";"Verkehr (1A3)";"1A3";"3,5";"";"";"k.A.";
"DEBW156";"Schramberg Oberndorfer Straße";"Luftmessstation";"";"01.08.2011";"01.08.2011";"";"";"Oberndorfer Straße";"";"78713";"Schramberg";"8,390620";"48,229150";"458";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"8325053";"Schramberg";"400";"15200";"4";"5";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBW157";"Wendlingen Stuttgarter Strasse";"Luftmessstation";"";"01.01.2010";"01.01.2010";"31.12.2010";"";"Stuttgarter Strasse";"";"73240";"Wendlingen am Neckar";"9,378665";"48,672710";"265";"städtisches Gebiet";"Verkehr";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"8116071";"Wendlingen am Neckar";"";"";"";"";"";"Verkehr (1A3)";"1A3";"";"3,5";"";"k.A.";
"DEBW158";"Forst_Hockenheim";"Umweltmonitoring";"Forststation";"15.10.1996";"15.10.1996";"";"";"";"";"00000";"";"8,606500";"49,333300";"100";"ländliches Gebiet";"Hintergrund";"";"";"Freiland";"120";"";"";"";"keine Station im Luftmessnetz, Forstamt Schwetzingen";"";"";"nein";"";"";"";"8226041";"Leimen";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation";
"DEBW159";"FVA Pflanzgarten";"Umweltmonitoring";"Forststation";"10.10.1997";"10.10.1997";"";"";"";"";"00000";"";"7,844395";"47,976319";"295";"ländliches Gebiet";"Hintergrund";"";"";"Freiland, eben";"130";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"8311000";"Freiburg im Breisgau";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation";
"DEBW160";"Forst_Hartheim";"Umweltmonitoring";"Forststation";"17.04.2000";"17.04.2000";"";"";"";"";"00000";"";"7,594800";"47,934400";"200";"ländliches Gebiet";"Hintergrund";"";"";"Freiland, Trockenrasen";"150";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"8315048";"Hartheim";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation";
